lemmas	text	sentence_num	index_of_token_sent	tags
Редькин	Редькин	2018Novye_maiskie_ukazy.xml_8	36	source
.	.	2018Novye_maiskie_ukazy.xml_8	37	None
со	Со	2018Novye_maiskie_ukazy.xml_47	1	None
ссылка	ссылкой	2018Novye_maiskie_ukazy.xml_47	2	None
на	на	2018Novye_maiskie_ukazy.xml_47	3	None
данные	данные	2018Novye_maiskie_ukazy.xml_47	4	None
Росстат	Росстата	2018Novye_maiskie_ukazy.xml_47	5	None
издание	издание	2018Novye_maiskie_ukazy.xml_47	6	source
рассказывать	рассказывает	2018Novye_maiskie_ukazy.xml_47	7	cue
,	,	2018Novye_maiskie_ukazy.xml_47	8	None
что	что	2018Novye_maiskie_ukazy.xml_47	9	content
в	в	2018Novye_maiskie_ukazy.xml_47	10	content
2017	2017	2018Novye_maiskie_ukazy.xml_47	11	content
год	году	2018Novye_maiskie_ukazy.xml_47	12	content
в	в	2018Novye_maiskie_ukazy.xml_47	13	content
брак	брак	2018Novye_maiskie_ukazy.xml_47	14	content
вступить	вступили	2018Novye_maiskie_ukazy.xml_47	15	content
почти	почти	2018Novye_maiskie_ukazy.xml_47	16	content
на	на	2018Novye_maiskie_ukazy.xml_47	17	content
64	64	2018Novye_maiskie_ukazy.xml_47	18	content
тысяча	тысячи	2018Novye_maiskie_ukazy.xml_47	19	content
пара	пар	2018Novye_maiskie_ukazy.xml_47	20	content
больше	больше	2018Novye_maiskie_ukazy.xml_47	21	content
,	,	2018Novye_maiskie_ukazy.xml_47	22	content
чем	чем	2018Novye_maiskie_ukazy.xml_47	23	content
в	в	2018Novye_maiskie_ukazy.xml_47	24	content
2016	2016	2018Novye_maiskie_ukazy.xml_47	25	content
ок-порядк	-м	2018Novye_maiskie_ukazy.xml_47	26	content
.	.	2018Novye_maiskie_ukazy.xml_47	27	None
тот	То	2018Pensionnyi_vozrast.xml_4	1	None
и	и	2018Pensionnyi_vozrast.xml_4	2	None
дело	дело	2018Pensionnyi_vozrast.xml_4	3	None
всплывать	всплывает	2018Pensionnyi_vozrast.xml_4	4	None
информация	информация	2018Pensionnyi_vozrast.xml_4	5	None
о	о	2018Pensionnyi_vozrast.xml_4	6	None
то	том	2018Pensionnyi_vozrast.xml_4	7	None
,	,	2018Pensionnyi_vozrast.xml_4	8	None
что	что	2018Pensionnyi_vozrast.xml_4	9	None
чиновник	чиновники	2018Pensionnyi_vozrast.xml_4	10	None
якобы	якобы	2018Pensionnyi_vozrast.xml_4	11	None
уже	уже	2018Pensionnyi_vozrast.xml_4	12	None
решиться	решились	2018Pensionnyi_vozrast.xml_4	13	None
на	на	2018Pensionnyi_vozrast.xml_4	14	None
этот	эту	2018Pensionnyi_vozrast.xml_4	15	None
непопулярный	непопулярную	2018Pensionnyi_vozrast.xml_4	16	None
мера	меру	2018Pensionnyi_vozrast.xml_4	17	None
и	и	2018Pensionnyi_vozrast.xml_4	18	None
даже	даже	2018Pensionnyi_vozrast.xml_4	19	None
определить	определили	2018Pensionnyi_vozrast.xml_4	20	None
срок	сроки	2018Pensionnyi_vozrast.xml_4	21	None
,	,	2018Pensionnyi_vozrast.xml_4	22	None
когда	когда	2018Pensionnyi_vozrast.xml_4	23	None
это	это	2018Pensionnyi_vozrast.xml_4	24	None
произойти	произойдет	2018Pensionnyi_vozrast.xml_4	25	None
.	.	2018Pensionnyi_vozrast.xml_4	26	None
так	Так	2018Pensionnyi_vozrast.xml_26	1	None
,	,	2018Pensionnyi_vozrast.xml_26	2	None
министр	министр	2018Pensionnyi_vozrast.xml_26	3	source
труд	труда	2018Pensionnyi_vozrast.xml_26	4	source
Максим	Максим	2018Pensionnyi_vozrast.xml_26	5	source
Топилин	Топилин	2018Pensionnyi_vozrast.xml_26	6	source
заявить	заявил	2018Pensionnyi_vozrast.xml_26	7	cue
,	,	2018Pensionnyi_vozrast.xml_26	8	None
что	что	2018Pensionnyi_vozrast.xml_26	9	content
для	для	2018Pensionnyi_vozrast.xml_26	10	content
это	этого	2018Pensionnyi_vozrast.xml_26	11	content
пока	пока	2018Pensionnyi_vozrast.xml_26	12	content
не	не	2018Pensionnyi_vozrast.xml_26	13	content
прийти	пришло	2018Pensionnyi_vozrast.xml_26	14	content
время	время	2018Pensionnyi_vozrast.xml_26	15	content
,	,	2018Pensionnyi_vozrast.xml_26	16	content
поскольку	поскольку	2018Pensionnyi_vozrast.xml_26	17	content
в	в	2018Pensionnyi_vozrast.xml_26	18	content
наш	нашей	2018Pensionnyi_vozrast.xml_26	19	content
страна	стране	2018Pensionnyi_vozrast.xml_26	20	content
не	не	2018Pensionnyi_vozrast.xml_26	21	content
очень	очень	2018Pensionnyi_vozrast.xml_26	22	content
высокий	высокая	2018Pensionnyi_vozrast.xml_26	23	content
средний	средняя	2018Pensionnyi_vozrast.xml_26	24	content
продолжительность	продолжительность	2018Pensionnyi_vozrast.xml_26	25	content
жизнь	жизни	2018Pensionnyi_vozrast.xml_26	26	content
.	.	2018Pensionnyi_vozrast.xml_26	27	None
-	-	2018Pontii_Pilat.xml_256	1	None
итак	Итак	2018Pontii_Pilat.xml_256	2	None
,	,	2018Pontii_Pilat.xml_256	3	None
-	-	2018Pontii_Pilat.xml_256	4	None
говорить	говорил	2018Pontii_Pilat.xml_256	5	None
он	он	2018Pontii_Pilat.xml_256	6	None
,	,	2018Pontii_Pilat.xml_256	7	None
-	-	2018Pontii_Pilat.xml_256	8	None
отвечать	отвечай	2018Pontii_Pilat.xml_256	9	None
,	,	2018Pontii_Pilat.xml_256	10	None
знать	знаешь	2018Pontii_Pilat.xml_256	11	None
ли	ли	2018Pontii_Pilat.xml_256	12	None
ты	ты	2018Pontii_Pilat.xml_256	13	None
некий	некоего	2018Pontii_Pilat.xml_256	14	None
Иуда	Иуду	2018Pontii_Pilat.xml_256	15	None
из	из	2018Pontii_Pilat.xml_256	16	None
Кириаф	Кириафа	2018Pontii_Pilat.xml_256	17	None
,	,	2018Pontii_Pilat.xml_256	18	None
и	и	2018Pontii_Pilat.xml_256	19	None
что	что	2018Pontii_Pilat.xml_256	20	None
именно	именно	2018Pontii_Pilat.xml_256	21	None
ты	ты	2018Pontii_Pilat.xml_256	22	None
говорить	говорил	2018Pontii_Pilat.xml_256	23	None
он	ему	2018Pontii_Pilat.xml_256	24	None
,	,	2018Pontii_Pilat.xml_256	25	None
если	если	2018Pontii_Pilat.xml_256	26	None
говорить	говорил	2018Pontii_Pilat.xml_256	27	None
,	,	2018Pontii_Pilat.xml_256	28	None
о	о	2018Pontii_Pilat.xml_256	29	None
кесарь	кесаре	2018Pontii_Pilat.xml_256	30	None
?	?	2018Pontii_Pilat.xml_256	31	None
я	Я	2018Roman_Pak_u_Granina.xml_61	1	None
не	не	2018Roman_Pak_u_Granina.xml_61	2	None
мочь	могу	2018Roman_Pak_u_Granina.xml_61	3	None
они	их	2018Roman_Pak_u_Granina.xml_61	4	None
привлечь	привлечь	2018Roman_Pak_u_Granina.xml_61	5	None
за	за	2018Roman_Pak_u_Granina.xml_61	6	None
ложь	ложь	2018Roman_Pak_u_Granina.xml_61	7	None
,	,	2018Roman_Pak_u_Granina.xml_61	8	None
но	но	2018Roman_Pak_u_Granina.xml_61	9	None
мочь	могу	2018Roman_Pak_u_Granina.xml_61	10	None
-	-	2018Roman_Pak_u_Granina.xml_61	11	None
за	за	2018Roman_Pak_u_Granina.xml_61	12	None
безответственность	безответственность	2018Roman_Pak_u_Granina.xml_61	13	None
.	.	2018Roman_Pak_u_Granina.xml_61	14	None
правительство	Правительство	2019Interviyu_Nazarova.xml_40	1	source
сейчас	сейчас	2019Interviyu_Nazarova.xml_40	2	None
заявить	заявило	2019Interviyu_Nazarova.xml_40	3	cue
о	о	2019Interviyu_Nazarova.xml_40	4	None
то	том	2019Interviyu_Nazarova.xml_40	5	None
,	,	2019Interviyu_Nazarova.xml_40	6	None
что	что	2019Interviyu_Nazarova.xml_40	7	content
человек	люди	2019Interviyu_Nazarova.xml_40	8	content
с	с	2019Interviyu_Nazarova.xml_40	9	content
большой	большим	2019Interviyu_Nazarova.xml_40	10	content
стаж	стажем	2019Interviyu_Nazarova.xml_40	11	content
смочь	смогут	2019Interviyu_Nazarova.xml_40	12	content
выйти	выйти	2019Interviyu_Nazarova.xml_40	13	content
на	на	2019Interviyu_Nazarova.xml_40	14	content
пенсия	пенсию	2019Interviyu_Nazarova.xml_40	15	content
на	на	2019Interviyu_Nazarova.xml_40	16	content
два	два	2019Interviyu_Nazarova.xml_40	17	content
год	года	2019Interviyu_Nazarova.xml_40	18	content
рано	раньше	2019Interviyu_Nazarova.xml_40	19	content
.	.	2019Interviyu_Nazarova.xml_40	20	None
говорить	Говоря	2019Medvedev_ostanetsya_s_partiei.xml_21	1	None
о	о	2019Medvedev_ostanetsya_s_partiei.xml_21	2	None
ситуация	ситуации	2019Medvedev_ostanetsya_s_partiei.xml_21	3	None
в	в	2019Medvedev_ostanetsya_s_partiei.xml_21	4	None
мир	мире	2019Medvedev_ostanetsya_s_partiei.xml_21	5	None
,	,	2019Medvedev_ostanetsya_s_partiei.xml_21	6	None
он	он	2019Medvedev_ostanetsya_s_partiei.xml_21	7	source
подчеркнуть	подчеркнул	2019Medvedev_ostanetsya_s_partiei.xml_21	8	cue
,	,	2019Medvedev_ostanetsya_s_partiei.xml_21	9	None
что	что	2019Medvedev_ostanetsya_s_partiei.xml_21	10	content
речь	речь	2019Medvedev_ostanetsya_s_partiei.xml_21	11	content
идти	идет	2019Medvedev_ostanetsya_s_partiei.xml_21	12	content
не	не	2019Medvedev_ostanetsya_s_partiei.xml_21	13	content
просто	просто	2019Medvedev_ostanetsya_s_partiei.xml_21	14	content
о	о	2019Medvedev_ostanetsya_s_partiei.xml_21	15	content
санкция	санкциях	2019Medvedev_ostanetsya_s_partiei.xml_21	16	content
и	и	2019Medvedev_ostanetsya_s_partiei.xml_21	17	content
давление	давлении	2019Medvedev_ostanetsya_s_partiei.xml_21	18	content
на	на	2019Medvedev_ostanetsya_s_partiei.xml_21	19	content
Россия	Россию	2019Medvedev_ostanetsya_s_partiei.xml_21	20	content
,	,	2019Medvedev_ostanetsya_s_partiei.xml_21	21	content
который	которые	2019Medvedev_ostanetsya_s_partiei.xml_21	22	content
лишь	лишь	2019Medvedev_ostanetsya_s_partiei.xml_21	23	content
подтверждать	подтверждают	2019Medvedev_ostanetsya_s_partiei.xml_21	24	content
масштабный	масштабный	2019Medvedev_ostanetsya_s_partiei.xml_21	25	content
сбой	сбой	2019Medvedev_ostanetsya_s_partiei.xml_21	26	content
в	в	2019Medvedev_ostanetsya_s_partiei.xml_21	27	content
мировой	мировой	2019Medvedev_ostanetsya_s_partiei.xml_21	28	content
политика	политике	2019Medvedev_ostanetsya_s_partiei.xml_21	29	content
.	.	2019Medvedev_ostanetsya_s_partiei.xml_21	30	None
господин	Господин	2019Medvedev_ostanetsya_s_partiei.xml_22	1	source
Медведев	Медведев	2019Medvedev_ostanetsya_s_partiei.xml_22	2	source
подчеркнуть	подчеркнул	2019Medvedev_ostanetsya_s_partiei.xml_22	3	cue
,	,	2019Medvedev_ostanetsya_s_partiei.xml_22	4	None
что	что	2019Medvedev_ostanetsya_s_partiei.xml_22	5	content
Россия	Россия	2019Medvedev_ostanetsya_s_partiei.xml_22	6	content
не	не	2019Medvedev_ostanetsya_s_partiei.xml_22	7	content
быть	будет	2019Medvedev_ostanetsya_s_partiei.xml_22	8	content
заниматься	заниматься	2019Medvedev_ostanetsya_s_partiei.xml_22	9	content
самоизоляция	самоизоляцией	2019Medvedev_ostanetsya_s_partiei.xml_22	10	content
,	,	2019Medvedev_ostanetsya_s_partiei.xml_22	11	content
как	как	2019Medvedev_ostanetsya_s_partiei.xml_22	12	content
бы	бы	2019Medvedev_ostanetsya_s_partiei.xml_22	13	content
мы	нас	2019Medvedev_ostanetsya_s_partiei.xml_22	14	content
ни	ни	2019Medvedev_ostanetsya_s_partiei.xml_22	15	content
пытаться	пытались	2019Medvedev_ostanetsya_s_partiei.xml_22	16	content
вытеснить	вытеснить	2019Medvedev_ostanetsya_s_partiei.xml_22	17	content
на	на	2019Medvedev_ostanetsya_s_partiei.xml_22	18	content
обочина	обочину	2019Medvedev_ostanetsya_s_partiei.xml_22	19	content
глобальный	глобальной	2019Medvedev_ostanetsya_s_partiei.xml_22	20	content
повестка	повестки	2019Medvedev_ostanetsya_s_partiei.xml_22	21	content
день	дня	2019Medvedev_ostanetsya_s_partiei.xml_22	22	content
.	.	2019Medvedev_ostanetsya_s_partiei.xml_22	23	None
первый	Первый	2019Medvedev_ostanetsya_s_partiei.xml_45	1	None
заместитель	заместитель	2019Medvedev_ostanetsya_s_partiei.xml_45	2	None
глава	главы	2019Medvedev_ostanetsya_s_partiei.xml_45	3	None
администрация	администрации	2019Medvedev_ostanetsya_s_partiei.xml_45	4	None
президент	президента	2019Medvedev_ostanetsya_s_partiei.xml_45	5	None
Сергей	Сергей	2019Medvedev_ostanetsya_s_partiei.xml_45	6	source
Кириенко	Кириенко	2019Medvedev_ostanetsya_s_partiei.xml_45	7	source
заявить	заявил	2019Medvedev_ostanetsya_s_partiei.xml_45	8	cue
вчера	вчера	2019Medvedev_ostanetsya_s_partiei.xml_45	9	None
""""	""""	2019Medvedev_ostanetsya_s_partiei.xml_45	10	None
РИА	РИА	2019Medvedev_ostanetsya_s_partiei.xml_45	11	None
Новость	Новости	2019Medvedev_ostanetsya_s_partiei.xml_45	12	None
""""	""""	2019Medvedev_ostanetsya_s_partiei.xml_45	13	None
,	,	2019Medvedev_ostanetsya_s_partiei.xml_45	14	None
что	что	2019Medvedev_ostanetsya_s_partiei.xml_45	15	content
не	не	2019Medvedev_ostanetsya_s_partiei.xml_45	16	content
знать	знает	2019Medvedev_ostanetsya_s_partiei.xml_45	17	content
,	,	2019Medvedev_ostanetsya_s_partiei.xml_45	18	content
сильный	сильными	2019Medvedev_ostanetsya_s_partiei.xml_45	19	content
ли	ли	2019Medvedev_ostanetsya_s_partiei.xml_45	20	content
быть	будут	2019Medvedev_ostanetsya_s_partiei.xml_45	21	content
изменение	изменения	2019Medvedev_ostanetsya_s_partiei.xml_45	22	content
в	в	2019Medvedev_ostanetsya_s_partiei.xml_45	23	content
структура	структуре	2019Medvedev_ostanetsya_s_partiei.xml_45	24	content
администрация	администрации	2019Medvedev_ostanetsya_s_partiei.xml_45	25	content
президент	президента	2019Medvedev_ostanetsya_s_partiei.xml_45	26	content
.	.	2019Medvedev_ostanetsya_s_partiei.xml_45	27	None
11	11	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	1	None
апрель	апреля	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	2	None
оппозиционер	оппозиционер	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	3	None
и	и	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	4	None
глава	глава	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	5	None
красносельский	Красносельского	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	6	None
район	района	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	7	None
Илья	Илья	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	8	source
Яшин	Яшин	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	9	source
бросить	бросил	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	10	None
вызов	вызов	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	11	None
Сергей	Сергею	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	12	None
Собянин	Собянину	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	13	None
,	,	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	14	None
заявить	заявив	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	15	cue
о	о	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	16	cue
свой	своих	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	17	content
план	планах	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	18	content
участвовать	участвовать	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	19	content
в	в	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	20	content
выборы	выборах	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	21	content
мэр	мэра	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	22	content
Москва	Москвы	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	23	content
осень	осенью	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	24	content
2018	2018	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	25	content
год	года	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	26	content
.	.	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_2	27	None
ты	Ты	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	1	source
же	же	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	2	None
только	только	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	3	None
что	что	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	4	None
сказать	сказал	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	5	cue
,	,	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	6	None
что	что	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	7	content
больший	большее	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	8	content
число	число	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	9	content
кандидат	кандидатов	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	10	content
повышать	повышает	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	11	content
шанс	шансы	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	12	content
на	на	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	13	content
второй	второй	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	14	content
тур	тур	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	15	content
.	.	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_49	16	None
если	Если	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	1	None
,	,	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	2	None
например	например	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	3	None
,	,	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	4	None
быть	будет	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	5	None
выдвинуть	выдвинута	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	6	None
[	[	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	7	None
глава	глава	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	8	None
гагаринский	Гагаринского	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	9	None
район	района	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	10	None
Елена	Елена	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	11	None
]	]	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	12	None
Русакова	Русакова	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	13	None
,	,	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	14	None
это	это	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	15	None
быть	будет	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	16	None
сильный	сильный	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	17	None
претендент	претендент	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	18	None
.	.	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_166	19	None
военный	Военный	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	1	source
комиссар	комиссар	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	2	source
говорить	говорит	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	3	cue
,	,	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	4	None
что	что	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	5	content
я	я	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	6	content
плохо	плохо	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	7	content
исполнять	исполнял	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	8	content
свой	свои	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	9	content
обязанность	обязанности	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	10	content
.	.	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_222	11	None
я	Я	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	1	source
на	на	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	2	None
первый	первом	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	3	None
заседание	заседании	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	4	None
комиссия	комиссии	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	5	None
сказать	сказал	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	6	cue
,	,	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	7	None
что	что	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	8	content
приоритет	приоритетом	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	9	content
в	в	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	10	content
свой	своей	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	11	content
работа	работе	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	12	content
считать	считаю	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	13	content
защита	защиту	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	14	content
право	прав	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	15	content
призывник	призывников	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	16	content
и	и	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	17	content
обеспечение	обеспечение	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	18	content
законность	законности	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	19	content
.	.	2019Obraztsovyi_oppozitsionnyi_kandidat.xml_224	20	None
-	-	2019Podkidysh.xml_375	1	None
а	А	2019Podkidysh.xml_375	2	None
ты	ты	2019Podkidysh.xml_375	3	None
?	?	2019Podkidysh.xml_375	4	None
-	-	2019Podkidysh.xml_375	5	None
пытаться	пыталась	2019Podkidysh.xml_375	6	None
наладить	наладить	2019Podkidysh.xml_375	7	None
треснуть	треснувший	2019Podkidysh.xml_375	8	None
миропорядок	миропорядок	2019Podkidysh.xml_375	9	None
Гаянэ	Гаянэ	2019Podkidysh.xml_375	10	None
.	.	2019Podkidysh.xml_375	11	None
студент	Студент	2019Rasstrel_v_Kerchi.xml_10	1	source
Артем	Артем	2019Rasstrel_v_Kerchi.xml_10	2	source
,	,	2019Rasstrel_v_Kerchi.xml_10	3	None
прийти	пришедший	2019Rasstrel_v_Kerchi.xml_10	4	None
на	на	2019Rasstrel_v_Kerchi.xml_10	5	None
панихида	панихиду	2019Rasstrel_v_Kerchi.xml_10	6	None
с	с	2019Rasstrel_v_Kerchi.xml_10	7	None
друг	друзьями	2019Rasstrel_v_Kerchi.xml_10	8	None
,	,	2019Rasstrel_v_Kerchi.xml_10	9	None
говорить	говорит	2019Rasstrel_v_Kerchi.xml_10	10	cue
,	,	2019Rasstrel_v_Kerchi.xml_10	11	None
что	что	2019Rasstrel_v_Kerchi.xml_10	12	content
такой	такие	2019Rasstrel_v_Kerchi.xml_10	13	content
сообщение	сообщения	2019Rasstrel_v_Kerchi.xml_10	14	content
тиражировать	тиражируются	2019Rasstrel_v_Kerchi.xml_10	15	content
в	в	2019Rasstrel_v_Kerchi.xml_10	16	content
различный	различных	2019Rasstrel_v_Kerchi.xml_10	17	content
паблик	пабликах	2019Rasstrel_v_Kerchi.xml_10	18	content
,	,	2019Rasstrel_v_Kerchi.xml_10	19	content
в	в	2019Rasstrel_v_Kerchi.xml_10	20	content
тот	том	2019Rasstrel_v_Kerchi.xml_10	21	content
число	числе	2019Rasstrel_v_Kerchi.xml_10	22	content
в	в	2019Rasstrel_v_Kerchi.xml_10	23	content
самый	самом	2019Rasstrel_v_Kerchi.xml_10	24	content
крупный	крупном	2019Rasstrel_v_Kerchi.xml_10	25	content
из	из	2019Rasstrel_v_Kerchi.xml_10	26	content
они	них	2019Rasstrel_v_Kerchi.xml_10	27	content
-	-	2019Rasstrel_v_Kerchi.xml_10	28	content
""""	""""	2019Rasstrel_v_Kerchi.xml_10	29	content
подслушать	Подслушано	2019Rasstrel_v_Kerchi.xml_10	30	content
-	-	2019Rasstrel_v_Kerchi.xml_10	31	content
Керчь	Керчь	2019Rasstrel_v_Kerchi.xml_10	32	content
""""	""""	2019Rasstrel_v_Kerchi.xml_10	33	content
,	,	2019Rasstrel_v_Kerchi.xml_10	34	content
на	на	2019Rasstrel_v_Kerchi.xml_10	35	content
который	который	2019Rasstrel_v_Kerchi.xml_10	36	content
подписать	подписано	2019Rasstrel_v_Kerchi.xml_10	37	content
45	45	2019Rasstrel_v_Kerchi.xml_10	38	content
тысяча	тысяч	2019Rasstrel_v_Kerchi.xml_10	39	content
человек	человек	2019Rasstrel_v_Kerchi.xml_10	40	content
.	.	2019Rasstrel_v_Kerchi.xml_10	41	None
женщина	Женщина	2019Rasstrel_v_Kerchi.xml_79	1	source
говорить	говорит	2019Rasstrel_v_Kerchi.xml_79	2	cue
,	,	2019Rasstrel_v_Kerchi.xml_79	3	None
что	что	2019Rasstrel_v_Kerchi.xml_79	4	content
отец	отец	2019Rasstrel_v_Kerchi.xml_79	5	content
Владислав	Владислава	2019Rasstrel_v_Kerchi.xml_79	6	content
часто	часто	2019Rasstrel_v_Kerchi.xml_79	7	content
пить	пил	2019Rasstrel_v_Kerchi.xml_79	8	content
и	и	2019Rasstrel_v_Kerchi.xml_79	9	content
избивать	избивал	2019Rasstrel_v_Kerchi.xml_79	10	content
домочадец	домочадцев	2019Rasstrel_v_Kerchi.xml_79	11	content
.	.	2019Rasstrel_v_Kerchi.xml_79	12	None
в	В	2019Rasstrel_v_Kerchi.xml_80	1	content
конец	конце	2019Rasstrel_v_Kerchi.xml_80	2	content
конец	концов	2019Rasstrel_v_Kerchi.xml_80	3	content
Галя	Галя	2019Rasstrel_v_Kerchi.xml_80	4	content
взять	взяла	2019Rasstrel_v_Kerchi.xml_80	5	content
мальчик	мальчика	2019Rasstrel_v_Kerchi.xml_80	6	content
и	и	2019Rasstrel_v_Kerchi.xml_80	7	content
уйти	ушла	2019Rasstrel_v_Kerchi.xml_80	8	content
от	от	2019Rasstrel_v_Kerchi.xml_80	9	content
он	него	2019Rasstrel_v_Kerchi.xml_80	10	content
на	на	2019Rasstrel_v_Kerchi.xml_80	11	content
съемный	съемную	2019Rasstrel_v_Kerchi.xml_80	12	content
квартира	квартиру	2019Rasstrel_v_Kerchi.xml_80	13	content
,	,	2019Rasstrel_v_Kerchi.xml_80	14	content
в	в	2019Rasstrel_v_Kerchi.xml_80	15	content
халупа	халупу	2019Rasstrel_v_Kerchi.xml_80	16	content
,	,	2019Rasstrel_v_Kerchi.xml_80	17	None
-	-	2019Rasstrel_v_Kerchi.xml_80	18	None
говорить	говорит	2019Rasstrel_v_Kerchi.xml_80	19	cue
Ирина	Ирина	2019Rasstrel_v_Kerchi.xml_80	20	source
Моисеевна	Моисеевна	2019Rasstrel_v_Kerchi.xml_80	21	source
.	.	2019Rasstrel_v_Kerchi.xml_80	22	None
готовить	Готовить	2019Sekta_radikalnogo_feminizma.xml_43	1	content
,	,	2019Sekta_radikalnogo_feminizma.xml_43	2	content
стирать	стирать	2019Sekta_radikalnogo_feminizma.xml_43	3	content
