lemmas	text	sentence_num	index_of_token_sent	tags
dopis	dopisem	lnd94104-041-p1s13B	7	content
místopředseda	místopředsedu	lnd94104-041-p1s13B	8	content
vláda	vlády	lnd94104-041-p1s13B	9	content
Jan	Jana	lnd94104-041-p1s13B	10	content
Kalvoda	Kalvodu	lnd94104-041-p1s13B	11	content
a	a	lnd94104-041-p1s13B	12	content
ministr	ministra	lnd94104-041-p1s13B	13	content
spravedlnost	spravedlnosti	lnd94104-041-p1s13B	14	content
Jiří	Jiřího	lnd94104-041-p1s13B	15	content
Novák	Nováka	lnd94104-041-p1s13B	16	content
o	o	lnd94104-041-p1s13B	17	content
schůzka	schůzku	lnd94104-041-p1s13B	18	content
,	,	lnd94104-041-p1s13B	19	content
na	na	lnd94104-041-p1s13B	20	content
který	které	lnd94104-041-p1s13B	21	content
se	se	lnd94104-041-p1s13B	22	content
dohodnout	dohodnou	lnd94104-041-p1s13B	23	content
o	o	lnd94104-041-p1s13B	24	content
další	dalším	lnd94104-041-p1s13B	25	content
postup	postupu	lnd94104-041-p1s13B	26	content
.	.	lnd94104-041-p1s13B	27	None
konec	Konec	lnd94104-070-p1s1C	1	None
podtitulek	podtitulku	lnd94104-070-p1s1C	2	None
""""	""""	lnd94104-093-p1s15	1	content
žít	Žil	lnd94104-093-p1s15	2	content
být	jsem	lnd94104-093-p1s15	3	content
v	v	lnd94104-093-p1s15	4	content
ústraní	ústraní	lnd94104-093-p1s15	5	content
a	a	lnd94104-093-p1s15	6	content
ten	ten	lnd94104-093-p1s15	7	content
mikrosvět	mikrosvět	lnd94104-093-p1s15	8	content
já	mi	lnd94104-093-p1s15	9	content
vyhovovat	vyhovoval	lnd94104-093-p1s15	10	content
,	,	lnd94104-093-p1s15	11	content
""""	""""	lnd94104-093-p1s15	12	content
říci	řekl	lnd94104-093-p1s15	13	cue
Hons	Hons	lnd94104-093-p1s15	14	source
.	.	lnd94104-093-p1s15	15	None
""""	""""	lnd94104-131-p1s3A	1	content
škoda	Škoda	lnd94104-131-p1s3A	2	content
,	,	lnd94104-131-p1s3A	3	content
že	že	lnd94104-131-p1s3A	4	content
na	na	lnd94104-131-p1s3A	5	content
utkání	utkání	lnd94104-131-p1s3A	6	content
přijet	nepřijela	lnd94104-131-p1s3A	7	content
televize	televize	lnd94104-131-p1s3A	8	content
,	,	lnd94104-131-p1s3A	9	content
vidět	viděla	lnd94104-131-p1s3A	10	content
být	by	lnd94104-131-p1s3A	11	content
perfektní	perfektní	lnd94104-131-p1s3A	12	content
regulérní	regulérní	lnd94104-131-p1s3A	13	content
utkání	utkání	lnd94104-131-p1s3A	14	content
,	,	lnd94104-131-p1s3A	15	content
""""	""""	lnd94104-131-p1s3A	16	content
říkat	říká	lnd94104-131-p1s3A	17	cue
trenér	trenér	lnd94104-131-p1s3A	18	source
Benešov	Benešova	lnd94104-131-p1s3A	19	source
Hřebík	Hřebík	lnd94104-131-p1s3A	20	source
,	,	lnd94104-131-p1s3A	21	cue
""""	""""	lnd94104-131-p1s3A	22	content
z	ze	lnd94104-131-p1s3A	23	content
strana	strany	lnd94104-131-p1s3A	24	content
domácí	domácích	lnd94104-131-p1s3A	25	content
být	bylo	lnd94104-131-p1s3A	26	content
hodně	hodně	lnd94104-131-p1s3A	27	content
tvrdý	tvrdé	lnd94104-131-p1s3A	28	content
,	,	lnd94104-131-p1s3A	29	content
ale	ale	lnd94104-131-p1s3A	30	content
já	my	lnd94104-131-p1s3A	31	content
být	jsme	lnd94104-131-p1s3A	32	content
proti	proti	lnd94104-131-p1s3A	33	content
ten	tomu	lnd94104-131-p1s3A	34	content
dokázat	dokázali	lnd94104-131-p1s3A	35	content
hrát	hrát	lnd94104-131-p1s3A	36	content
fotbal	fotbal	lnd94104-131-p1s3A	37	content
.	.	lnd94104-131-p1s3A	38	content
""""	""""	lnd94104-131-p1s3A	39	content
stanovisko	Stanovisko	lnd94105-062-p1s9	1	None
vyjádřený	vyjádřené	lnd94105-062-p1s9	2	None
francouzský	francouzským	lnd94105-062-p1s9	3	None
prezident	prezidentem	lnd94105-062-p1s9	4	None
v	v	lnd94105-062-p1s9	5	None
Izieu	Izieu	lnd94105-062-p1s9	6	None
znamenat	znamená	lnd94105-062-p1s9	7	None
bezvýhradný	bezvýhradné	lnd94105-062-p1s9	8	None
odsouzení	odsouzení	lnd94105-062-p1s9	9	None
vichystický	vichystického	lnd94105-062-p1s9	10	None
režim	režimu	lnd94105-062-p1s9	11	None
a	a	lnd94105-062-p1s9	12	None
přiznání	přiznání	lnd94105-062-p1s9	13	None
jeho	jeho	lnd94105-062-p1s9	14	None
vina	viny	lnd94105-062-p1s9	15	None
na	na	lnd94105-062-p1s9	16	None
antisemitský	antisemitském	lnd94105-062-p1s9	17	None
barbarství	barbarství	lnd94105-062-p1s9	18	None
.	.	lnd94105-062-p1s9	19	None
Navrátilová	Navrátilová	lnd94105-084-p1s1A	1	None
navrhovat	navrhuje	lnd94105-084-p1s1A	2	None
změna	změny	lnd94105-084-p1s1A	3	None
podle	Podle	lnd94105-127-p1s3	1	None
tajný	tajné	lnd94105-127-p1s3	2	None
zpráva	zprávy	lnd94105-127-p1s3	3	None
český	českého	lnd94105-127-p1s3	4	None
státní	Státního	lnd94105-127-p1s3	5	None
úřad	úřadu	lnd94105-127-p1s3	6	None
pro	pro	lnd94105-127-p1s3	7	None
jaderný	jadernou	lnd94105-127-p1s3	8	None
bezpečnost	bezpečnost	lnd94105-127-p1s3	9	None
,	,	lnd94105-127-p1s3	10	None
který	kterou	lnd94105-127-p1s3	11	None
se	se	lnd94105-127-p1s3	12	None
podařit	podařilo	lnd94105-127-p1s3	13	None
získat	získat	lnd94105-127-p1s3	14	None
poslanec	poslanci	lnd94105-127-p1s3	15	None
rakouský	rakouských	lnd94105-127-p1s3	16	None
zelený	Zelených	lnd94105-127-p1s3	17	None
Rudolf	Rudolfu	lnd94105-127-p1s3	18	None
Anschober	Anschoberovi	lnd94105-127-p1s3	19	None
,	,	lnd94105-127-p1s3	20	None
dojít	došlo	lnd94105-127-p1s3	21	None
v	v	lnd94105-127-p1s3	22	None
jaderný	jaderné	lnd94105-127-p1s3	23	None
elektrárna	elektrárně	lnd94105-127-p1s3	24	None
Dukovany	Dukovany	lnd94105-127-p1s3	25	None
v	v	lnd94105-127-p1s3	26	None
jeden	jednom	lnd94105-127-p1s3	27	None
rok	roce	lnd94105-127-p1s3	28	None
k	k	lnd94105-127-p1s3	29	None
315	315	lnd94105-127-p1s3	30	None
""""	""""	lnd94105-127-p1s3	31	None
velký	větším	lnd94105-127-p1s3	32	None
a	a	lnd94105-127-p1s3	33	None
malý	menším	lnd94105-127-p1s3	34	None
""""	""""	lnd94105-127-p1s3	35	None
porucha	poruchám	lnd94105-127-p1s3	36	None
.	.	lnd94105-127-p1s3	37	None
ne	Ne	ln94200-127-p25s1	1	None
přímo	přímo	ln94200-127-p25s1	2	None
,	,	ln94200-127-p25s1	3	None
zprostředkovaně	zprostředkovaně	ln94200-127-p25s1	4	None
,	,	ln94200-127-p25s1	5	None
ale	ale	ln94200-127-p25s1	6	None
velmi	velmi	ln94200-127-p25s1	7	None
silně	silně	ln94200-127-p25s1	8	None
.	.	ln94200-127-p25s1	9	None
jak	Jak	ln94200-24-p3s4	1	None
Petr	Petr	ln94200-24-p3s4	2	source
Pomezný	Pomezný	ln94200-24-p3s4	3	source
uvést	uvedl	ln94200-24-p3s4	4	cue
,	,	ln94200-24-p3s4	5	None
provozní	provozní	ln94200-24-p3s4	6	content
kapitál	kapitál	ln94200-24-p3s4	7	content
být	by	ln94200-24-p3s4	8	content
český	Česká	ln94200-24-p3s4	9	content
exportní	exportní	ln94200-24-p3s4	10	content
banka	banka	ln94200-24-p3s4	11	content
(	(	ln94200-24-p3s4	12	content
ČEB	ČEB	ln94200-24-p3s4	13	content
)	)	ln94200-24-p3s4	14	content
mít	měla	ln94200-24-p3s4	15	content
získat	získat	ln94200-24-p3s4	16	content
za	za	ln94200-24-p3s4	17	content
výhodný	výhodných	ln94200-24-p3s4	18	content
podmínka	podmínek	ln94200-24-p3s4	19	content
na	na	ln94200-24-p3s4	20	content
mezinárodní	mezinárodním	ln94200-24-p3s4	21	content
kapitálový	kapitálovém	ln94200-24-p3s4	22	content
trh	trhu	ln94200-24-p3s4	23	content
.	.	ln94200-24-p3s4	24	None
foto	Foto	ln94200-67-p1s1B	1	None
Pavel	Pavel	ln94200-67-p1s1B	2	None
Hula	Hula	ln94200-67-p1s1B	3	None
-	-	ln94200-67-p1s1B	4	None
LN	LN	ln94200-67-p1s1B	5	None
o	O	ln94202-102-p6s3	1	content
můj	mém	ln94202-102-p6s3	2	content
další	dalším	ln94202-102-p6s3	3	content
cyklistický	cyklistickém	ln94202-102-p6s3	4	content
osud	osudu	ln94202-102-p6s3	5	content
zatím	zatím	ln94202-102-p6s3	6	content
rozhodnutý	rozhodnuto	ln94202-102-p6s3	7	content
být	není	ln94202-102-p6s3	8	content
,	,	ln94202-102-p6s3	9	None
říci	řekl	ln94202-102-p6s3	10	cue
v	v	ln94202-102-p6s3	11	None
cíl	cíli	ln94202-102-p6s3	12	None
Luboš	Luboš	ln94202-102-p6s3	13	source
Lom	Lom	ln94202-102-p6s3	14	source
,	,	ln94202-102-p6s3	15	None
který	který	ln94202-102-p6s3	16	None
doufat	doufal	ln94202-102-p6s3	17	None
,	,	ln94202-102-p6s3	18	None
že	že	ln94202-102-p6s3	19	None
se	se	ln94202-102-p6s3	20	None
stát	stane	ln94202-102-p6s3	21	None
druhý	druhým	ln94202-102-p6s3	22	None
český	českým	ln94202-102-p6s3	23	None
cyklista	cyklistou	ln94202-102-p6s3	24	None
,	,	ln94202-102-p6s3	25	None
jenž	jenž	ln94202-102-p6s3	26	None
dokončit	dokončil	ln94202-102-p6s3	27	None
profesionální	profesionální	ln94202-102-p6s3	28	None
závod	závod	ln94202-102-p6s3	29	None
(	(	ln94202-102-p6s3	30	None
v	v	ln94202-102-p6s3	31	None
rok	roce	ln94202-102-p6s3	32	None
1969	1969	ln94202-102-p6s3	33	None
se	se	ln94202-102-p6s3	34	None
ten	to	ln94202-102-p6s3	35	None
v	v	ln94202-102-p6s3	36	None
Zolder	Zolderu	ln94202-102-p6s3	37	None
povést	povedlo	ln94202-102-p6s3	38	None
současný	současnému	ln94202-102-p6s3	39	None
trenér	trenérovi	ln94202-102-p6s3	40	None
Jiří	Jiřímu	ln94202-102-p6s3	41	None
Daler	Dalerovi	ln94202-102-p6s3	42	None
)	)	ln94202-102-p6s3	43	None
.	.	ln94202-102-p6s3	44	None
Slavia	Slavia	ln94202-123-p10s1	1	None
:	:	ln94202-123-p10s1	2	None
Stejskal	Stejskal	ln94202-123-p10s1	3	None
-	-	ln94202-123-p10s1	4	None
Kozel	Kozel	ln94202-123-p10s1	5	None
-	-	ln94202-123-p10s1	6	None
P	P	ln94202-123-p10s1	7	None
.	.	ln94202-123-p10s1	8	None
Novotný	Novotný	ln94202-123-p10s1	9	None
,	,	ln94202-123-p10s1	10	None
Pěnička	Pěnička	ln94202-123-p10s1	11	None
-	-	ln94202-123-p10s1	12	None
Vávra	Vávra	ln94202-123-p10s1	13	None
,	,	ln94202-123-p10s1	14	None
Krištofík	Krištofík	ln94202-123-p10s1	15	None
,	,	ln94202-123-p10s1	16	None
Berger	Berger	ln94202-123-p10s1	17	None
,	,	ln94202-123-p10s1	18	None
Bejbl	Bejbl	ln94202-123-p10s1	19	None
,	,	ln94202-123-p10s1	20	None
Šmejkal	Šmejkal	ln94202-123-p10s1	21	None
(	(	ln94202-123-p10s1	22	None
64	64	ln94202-123-p10s1	23	None
.	.	ln94202-123-p10s1	24	None
Praha	Praha	ln94202-15-p2s1B	1	None
-	-	ln94202-15-p2s1B	2	None
slovenský	Slovenské	ln94202-25-p2s1B	1	None
národní	národní	ln94202-25-p2s1B	2	None
povstání	povstání	ln94202-25-p2s1B	3	None
znamenat	znamenalo	ln94202-25-p2s1B	4	None
z	ze	ln94202-25-p2s1B	5	None
strana	strany	ln94202-25-p2s1B	6	None
Slovák	Slováků	ln94202-25-p2s1B	7	None
jednoznačný	jednoznačné	ln94202-25-p2s1B	8	None
přihlášení	přihlášení	ln94202-25-p2s1B	9	None
se	se	ln94202-25-p2s1B	10	None
k	k	ln94202-25-p2s1B	11	None
demokratický	demokratickým	ln94202-25-p2s1B	12	None
tradice	tradicím	ln94202-25-p2s1B	13	None
,	,	ln94202-25-p2s1B	14	None
být	nebyl	ln94202-25-p2s1B	15	None
ten	to	ln94202-25-p2s1B	16	None
puč	puč	ln94202-25-p2s1B	17	None
,	,	ln94202-25-p2s1B	18	None
ale	ale	ln94202-25-p2s1B	19	None
povstání	povstání	ln94202-25-p2s1B	20	None
proti	proti	ln94202-25-p2s1B	21	None
nacismus	nacismu	ln94202-25-p2s1B	22	None
a	a	ln94202-25-p2s1B	23	None
jeho	jeho	ln94202-25-p2s1B	24	None
slovenský	slovenským	ln94202-25-p2s1B	25	None
přisluhovač	přisluhovačům	ln94202-25-p2s1B	26	None
.	.	ln94202-25-p2s1B	27	None
Petr	Petr	ln94202-81-p6s4	1	source
Fidelius	Fidelius	ln94202-81-p6s4	2	source
v	ve	ln94202-81-p6s4	3	None
svůj	svém	ln94202-81-p6s4	4	None
článek	článku	ln94202-81-p6s4	5	None
v	v	ln94202-81-p6s4	6	None
literární	Literárních	ln94202-81-p6s4	7	None
noviny	novinách	ln94202-81-p6s4	8	None
napsat	napsal	ln94202-81-p6s4	9	cue
,	,	ln94202-81-p6s4	10	None
že	že	ln94202-81-p6s4	11	content
užívat	užívá	ln94202-81-p6s4	12	content
slovo	slova	ln94202-81-p6s4	13	content
úzus	usus	ln94202-81-p6s4	14	content
v	v	ln94202-81-p6s4	15	content
tento	této	ln94202-81-p6s4	16	content
původní	původní	ln94202-81-p6s4	17	content
podoba	podobě	ln94202-81-p6s4	18	content
jednak	jednak	ln94202-81-p6s4	19	content
proto	proto	ln94202-81-p6s4	20	content
,	,	ln94202-81-p6s4	21	content
že	že	ln94202-81-p6s4	22	content
se	se	ln94202-81-p6s4	23	content
on	mu	ln94202-81-p6s4	24	content
líbit	líbí	ln94202-81-p6s4	25	content
,	,	ln94202-81-p6s4	26	content
jednak	jednak	ln94202-81-p6s4	27	content
proto	proto	ln94202-81-p6s4	28	content
,	,	ln94202-81-p6s4	29	content
že	že	ln94202-81-p6s4	30	content
být	je	ln94202-81-p6s4	31	content
ten	to	ln94202-81-p6s4	32	content
slovo	slovo	ln94202-81-p6s4	33	content
odborný	odborné	ln94202-81-p6s4	34	content
.	.	ln94202-81-p6s4	35	None
splnit	Splnili	ln94203-114-p6s2	1	None
být	jsme	ln94203-114-p6s2	2	None
taktický	taktické	ln94203-114-p6s2	3	None
pokyn	pokyny	ln94203-114-p6s2	4	None
,	,	ln94203-114-p6s2	5	None
když	když	ln94203-114-p6s2	6	None
se	se	ln94203-114-p6s2	7	None
já	nám	ln94203-114-p6s2	8	None
podařit	podařilo	ln94203-114-p6s2	9	None
dokonale	dokonale	ln94203-114-p6s2	10	None
pokrýt	pokrýt	ln94203-114-p6s2	11	None
běhavý	běhavé	ln94203-114-p6s2	12	None
hráč	hráče	ln94203-114-p6s2	13	None
Viktorka	Viktorky	ln94203-114-p6s2	14	None
.	.	ln94203-114-p6s2	15	None
Favorit	Favority	ln94203-12-p3s2	1	None
,	,	ln94203-12-p3s2	2	None
jenž	jichž	ln94203-12-p3s2	3	None
se	se	ln94203-12-p3s2	4	None
výhoda	výhoda	ln94203-12-p3s2	5	None
týkat	týkala	ln94203-12-p3s2	6	None
,	,	ln94203-12-p3s2	7	None
být	byly	ln94203-12-p3s2	8	None
vyprodaný	vyprodány	ln94203-12-p3s2	9	None
během	během	ln94203-12-p3s2	10	None
tři	tří	ln94203-12-p3s2	11	None
týden	týdnů	ln94203-12-p3s2	12	None
.	.	ln94203-12-p3s2	13	None
zřejmě	Zřejmě	ln94203-124-p3s7	1	None
dojít	dojde	ln94203-124-p3s7	2	None
k	ke	ln94203-124-p3s7	3	None
korektura	korekturám	ln94203-124-p3s7	4	None
v	v	ln94203-124-p3s7	5	None
sestava	sestavě	ln94203-124-p3s7	6	None
.	.	ln94203-124-p3s7	7	None
Miroslav	Miroslav	ln94203-130-p3s1	1	source
Kalousek	Kalousek	ln94203-130-p3s1	2	source
já	nám	ln94203-130-p3s1	3	None
říci	řekl	ln94203-130-p3s1	4	cue
,	,	ln94203-130-p3s1	5	None
že	že	ln94203-130-p3s1	6	content
polemika	polemikou	ln94203-130-p3s1	7	content
s	s	ln94203-130-p3s1	8	content
tak	tak	ln94203-130-p3s1	9	content
absurdní	absurdními	ln94203-130-p3s1	10	content
a	a	ln94203-130-p3s1	11	content
pravdivý	nepravdivými	ln94203-130-p3s1	12	content
obvinění	obviněními	ln94203-130-p3s1	13	content
se	se	ln94203-130-p3s1	14	content
hodlat	nehodlá	ln94203-130-p3s1	15	content
zabývat	zabývat	ln94203-130-p3s1	16	content
.	.	ln94203-130-p3s1	17	None
rakouský	Rakouský	ln94203-39-p2s4	1	source
ministr	ministr	ln94203-39-p2s4	2	source
Hesoun	Hesoun	ln94203-39-p2s4	3	source
prohlásit	prohlásil	ln94203-39-p2s4	4	cue
,	,	ln94203-39-p2s4	5	None
že	že	ln94203-39-p2s4	6	content
o	o	ln94203-39-p2s4	7	content
uzavření	uzavření	ln94203-39-p2s4	8	content
tento	této	ln94203-39-p2s4	9	content
dohoda	dohody	ln94203-39-p2s4	10	content
s	s	ln94203-39-p2s4	11	content
ČR	ČR	ln94203-39-p2s4	12	content
usilovat	usilovala	ln94203-39-p2s4	13	content
jeho	jejich	ln94203-39-p2s4	14	content
země	země	ln94203-39-p2s4	15	content
již	již	ln94203-39-p2s4	16	content
dlouhý	delší	ln94203-39-p2s4	17	content
doba	dobu	ln94203-39-p2s4	18	content
,	,	ln94203-39-p2s4	19	content
ale	ale	ln94203-39-p2s4	20	content
situace	situace	ln94203-39-p2s4	21	content
on	mu	ln94203-39-p2s4	22	content
dovolit	nedovolila	ln94203-39-p2s4	23	content
zahájit	zahájit	ln94203-39-p2s4	24	content
jednání	jednání	ln94203-39-p2s4	25	content
brzy	dříve	ln94203-39-p2s4	26	content
.	.	ln94203-39-p2s4	27	None
doufat	Doufáme	ln94203-61-p3s1	1	content
,	,	ln94203-61-p3s1	2	content
že	že	ln94203-61-p3s1	3	content
Irák	Irák	ln94203-61-p3s1	4	content
být	bude	ln94203-61-p3s1	5	content
opět	opět	ln94203-61-p3s1	6	content
hrát	hrát	ln94203-61-p3s1	7	content
důležitý	důležitou	ln94203-61-p3s1	8	content
role	roli	ln94203-61-p3s1	9	content
v	v	ln94203-61-p3s1	10	content
tento	této	ln94203-61-p3s1	11	content
oblast	oblasti	ln94203-61-p3s1	12	content
,	,	ln94203-61-p3s1	13	None
říci	řekl	ln94203-61-p3s1	14	cue
Husajn	Husajn	ln94203-61-p3s1	15	source
.	.	ln94203-61-p3s1	16	None
výsledek	Výsledek	ln94203-79-p7s7	1	None
prý	prý	ln94203-79-p7s7	2	None
být	bude	ln94203-79-p7s7	3	None
odpovídat	odpovídat	ln94203-79-p7s7	4	None
dobrý	nejlepším	ln94203-79-p7s7	5	None
tradice	tradicím	ln94203-79-p7s7	6	None
ruský	ruského	ln94203-79-p7s7	7	None
stát	státu	ln94203-79-p7s7	8	None
.	.	ln94203-79-p7s7	9	None
pořadí	Pořadí	ln94204-128-p3s2	1	None
v	v	ln94204-128-p3s2	2	None
cíl	cíli	ln94204-128-p3s2	3	None
být	bylo	ln94204-128-p3s2	4	None
shodný	shodné	ln94204-128-p3s2	5	None
s	s	ln94204-128-p3s2	6	None
ten	tím	ln94204-128-p3s2	7	None
,	,	ln94204-128-p3s2	8	None
jak	jak	ln94204-128-p3s2	9	None
být	jsme	ln94204-128-p3s2	10	None
aktér	aktéry	ln94204-128-p3s2	11	None
vyjmenovat	vyjmenovali	ln94204-128-p3s2	12	None
.	.	ln94204-128-p3s2	13	None
Schlín	Schlín	ln94204-137-p5s4	1	source
,	,	ln94204-137-p5s4	2	None
který	který	ln94204-137-p5s4	3	None
se	se	ln94204-137-p5s4	4	None
tento	těmito	ln94204-137-p5s4	5	None
nařčení	nařčeními	ln94204-137-p5s4	6	None
cítit	cítil	ln94204-137-p5s4	7	None
potrefený	potrefen	ln94204-137-p5s4	8	None
,	,	ln94204-137-p5s4	9	None
napsat	napsal	ln94204-137-p5s4	10	cue
odpověď	odpověď	ln94204-137-p5s4	11	None
,	,	ln94204-137-p5s4	12	None
v	v	ln94204-137-p5s4	13	None
jenž	níž	ln94204-137-p5s4	14	None
stát	stálo	ln94204-137-p5s4	15	None
,	,	ln94204-137-p5s4	16	None
že	že	ln94204-137-p5s4	17	content
ten	to	ln94204-137-p5s4	18	content
být	není	ln94204-137-p5s4	19	content
pravda	pravda	ln94204-137-p5s4	20	content
a	a	ln94204-137-p5s4	21	content
že	že	ln94204-137-p5s4	22	content
lhář	lhář	ln94204-137-p5s4	23	content
být	je	ln94204-137-p5s4	24	content
Kudlín	Kudlín	ln94204-137-p5s4	25	content
.	.	ln94204-137-p5s4	26	None
připomínat	Připomínáte	ln94204-150-p5s2	1	None
Slovák	Slováky	ln94204-150-p5s2	2	None
i	i	ln94204-150-p5s2	3	None
v	v	ln94204-150-p5s2	4	None
souvislost	souvislosti	ln94204-150-p5s2	5	None
s	s	ln94204-150-p5s2	6	None
raný	ranými	ln94204-150-p5s2	7	None
období	obdobími	ln94204-150-p5s2	8	None
,	,	ln94204-150-p5s2	9	None
kdy	kdy	ln94204-150-p5s2	10	None
se	se	ln94204-150-p5s2	11	None
slovenský	slovenský	ln94204-150-p5s2	12	None
jazyk	jazyk	ln94204-150-p5s2	13	None
,	,	ln94204-150-p5s2	14	None
slovenský	slovenské	ln94204-150-p5s2	15	None
etnikum	etnikum	ln94204-150-p5s2	16	None
,	,	ln94204-150-p5s2	17	None
natož	natož	ln94204-150-p5s2	18	None
slovenský	slovenský	ln94204-150-p5s2	19	None
národ	národ	ln94204-150-p5s2	20	None
ještě	ještě	ln94204-150-p5s2	21	None
ani	ani	ln94204-150-p5s2	22	None
vytvořit	nevytvořily	ln94204-150-p5s2	23	None
-	-	ln94204-150-p5s2	24	None
ten	to	ln94204-150-p5s2	25	None
z	z	ln94204-150-p5s2	26	None
kniha	knihy	ln94204-150-p5s2	27	None
jednoznačně	jednoznačně	ln94204-150-p5s2	28	None
vycházet	vychází	ln94204-150-p5s2	29	None
najevo	najevo	ln94204-150-p5s2	30	None
.	.	ln94204-150-p5s2	31	None
můj	Moje	ln94204-34-p2s6	1	content
žena	žena	ln94204-34-p2s6	2	content
a	a	ln94204-34-p2s6	3	content
dcera	dcera	ln94204-34-p2s6	4	content
žít	žijí	ln94204-34-p2s6	5	content
naprosto	naprosto	ln94204-34-p2s6	6	content
normální	normálním	ln94204-34-p2s6	7	content
způsob	způsobem	ln94204-34-p2s6	8	content
v	ve	ln94204-34-p2s6	9	content
Venezuela	Venezuele	ln94204-34-p2s6	10	content
s	se	ln94204-34-p2s6	11	content
zbytek	zbytkem	ln94204-34-p2s6	12	content
rodina	rodiny	ln94204-34-p2s6	13	content
,	,	ln94204-34-p2s6	14	None
říci	řekl	ln94204-34-p2s6	15	cue
terorista	terorista	ln94204-34-p2s6	16	source
Carlos	Carlos	ln94204-34-p2s6	17	source
v	v	ln94204-34-p2s6	18	None
rozhovor	rozhovoru	ln94204-34-p2s6	19	None
,	,	ln94204-34-p2s6	20	None
který	který	ln94204-34-p2s6	21	None
být	byl	ln94204-34-p2s6	22	None
včera	včera	ln94204-34-p2s6	23	None
zveřejněný	zveřejněn	ln94204-34-p2s6	24	None
v	ve	ln94204-34-p2s6	25	None
francouzský	francouzském	ln94204-34-p2s6	26	None
deník	deníku	ln94204-34-p2s6	27	None
InfoMatin	InfoMatin	ln94204-34-p2s6	28	None
.	.	ln94204-34-p2s6	29	None
na	Na	ln94204-46-p6s1	1	None
modernizace	modernizaci	ln94204-46-p6s1	2	None
pražský	pražského	ln94204-46-p6s1	3	None
archiv	archivu	ln94204-46-p6s1	4	None
poskytnout	poskytne	ln94204-46-p6s1	5	None
radnice	radnice	ln94204-46-p6s1	6	None
hlavní	hlavního	ln94204-46-p6s1	7	None
město	města	ln94204-46-p6s1	8	None
zhruba	zhruba	ln94204-46-p6s1	9	None
jeden	jeden	ln94204-46-p6s1	10	None
milión	milion	ln94204-46-p6s1	11	None
koruna	korun	ln94204-46-p6s1	12	None
.	.	ln94204-46-p6s1	13	None
přijet	Přijel	ln94204-54-p1s1	1	None
Krzysztof	Krzysztof	ln94204-54-p1s1	2	None
Skubiszewski	Skubiszewski	ln94204-54-p1s1	3	None
naopak	Naopak	ln94204-84-p4s2	1	content
další	další	ln94204-84-p4s2	2	content
pobyt	pobyt	ln94204-84-p4s2	3	content
ruský	ruských	ln94204-84-p4s2	4	content
vojsko	vojsk	ln94204-84-p4s2	5	content
na	na	ln94204-84-p4s2	6	content
německý	německém	ln94204-84-p4s2	7	content
území	území	ln94204-84-p4s2	8	content
být	by	ln94204-84-p4s2	9	content
nevyhnutelně	nevyhnutelně	ln94204-84-p4s2	10	content
vést	vedl	ln94204-84-p4s2	11	content
k	ke	ln94204-84-p4s2	12	content
zhoršení	zhoršení	ln94204-84-p4s2	13	content
vzájemný	vzájemných	ln94204-84-p4s2	14	content
vztah	vztahů	ln94204-84-p4s2	15	content
,	,	ln94204-84-p4s2	16	None
říci	řekl	ln94204-84-p4s2	17	cue
Jelcin	Jelcin	ln94204-84-p4s2	18	source
v	v	ln94204-84-p4s2	19	None
interview	interview	ln94204-84-p4s2	20	None
pro	pro	ln94204-84-p4s2	21	None
agentura	agenturu	ln94204-84-p4s2	22	None
Interfax	Interfax	ln94204-84-p4s2	23	None
.	.	ln94204-84-p4s2	24	None
jak	Jak	ln94205-107-p3s8	1	cue
samý	sám	ln94205-107-p3s8	2	cue
říkat	říká	ln94205-107-p3s8	3	cue
,	,	ln94205-107-p3s8	4	None
pohled	pohled	ln94205-107-p3s8	5	content
do	do	ln94205-107-p3s8	6	content
historie	historie	ln94205-107-p3s8	7	content
souviset	nesouvisí	ln94205-107-p3s8	8	content
nijak	nijak	ln94205-107-p3s8	9	content
s	s	ln94205-107-p3s8	10	content
ideologický	ideologickým	ln94205-107-p3s8	11	content
podtext	podtextem	ln94205-107-p3s8	12	content
citovaný	citovaných	ln94205-107-p3s8	13	content
dílo	děl	ln94205-107-p3s8	14	content
,	,	ln94205-107-p3s8	15	content
jeho	jeho	ln94205-107-p3s8	16	content
přístup	přístup	ln94205-107-p3s8	17	content
být	není	ln94205-107-p3s8	18	content
hledání	hledáním	ln94205-107-p3s8	19	content
nový	nových	ln94205-107-p3s8	20	content
postoj	postojů	ln94205-107-p3s8	21	content
,	,	ln94205-107-p3s8	22	content
ale	ale	ln94205-107-p3s8	23	content
postmoderní	postmoderním	ln94205-107-p3s8	24	content
způsob	způsobem	ln94205-107-p3s8	25	content
tvorba	tvorby	ln94205-107-p3s8	26	content
.	.	ln94205-107-p3s8	27	None
Praha	Praha	ln94205-131-p2s5	1	None
být	je	ln94205-131-p2s5	2	None
jako	jako	ln94205-131-p2s5	3	None
Jeruzalém	Jeruzalém	ln94205-131-p2s5	4	None
.	.	ln94205-131-p2s5	5	None
T	T	ln94205-135-p3s1	1	None
.	.	ln94205-135-p3s1	2	None
Čakrtová	Čakrtová	ln94205-135-p3s1	3	None
oceňovat	oceňuje	ln94205-135-p3s1	4	None
v	v	ln94205-135-p3s1	5	None
prevence	prevenci	ln94205-135-p3s1	6	None
kriminalita	kriminality	ln94205-135-p3s1	7	None
jako	jako	ln94205-135-p3s1	8	None
